doc_id,headline
1610,Matildas #39;salvage late draw with US ATHENS: Australia #39;s Matildas salvaged a 1-1 draw against the United States at the Athens Olympics on Tuesday to join the Americans in the last eight of the women #39;s soccer tournament.
1611,"Olympics-Federer #39;s Olympic dream shattered twice over ATHENS, Aug 17 (Reuters) - World number one Roger Federer #39;s top target for the year -- an Olympic tennis gold medal -- was taken away from him in a  quot;terrible day quot; on Tuesday."
1612,"Karzai likely to visit Pakistan next week KABUL: Afghan President Hamid Karzai is likely to visit Pakistan from August 23 (Monday), sources said on Tuesday."
1613,"Candidate for Democratic Party Arrested in China ONG KONG, Aug. 17  An already heated election campaign for the legislature here took an unexpected turn today with an announcement by the Democratic Party that one of its candidates had been arrested in mainland China on charges of ..."
1614,"Borders Profits Up, Outlook Raised  NEW YORK (Reuters) - Borders Group Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BGP.N target=/stocks/quickinfo/fullquote""&gt;BGP.N&lt;/A&gt;, the No. 2  U.S. bookseller, on Tuesday said quarterly earnings rose,  beating estimates by the company and Wall Street, as a looming  presidential election whetted appetites for political books and  led to higher-than-expected sales."
1615,"Australia Salvages Late Draw with U.S. Women in Soccer  ATHENS (Reuters) - Australia's ""Matildas"" salvaged a 1-1  draw against the United States at the Athens Olympics on  Tuesday to join the Americans in the last eight of the women's  soccer tournament."
1616,Manning Gets Chance to Start Giants Coach Tom Coughlin announced that rookie quarterback Eli Manning will start ahead of two-time M.V.P. Kurt Warner in Thursday's preseason game against Carolina.
1617,Ruling Likely Ends Bloom's College Football Career The N.C.A.A. has denied Jeremy Bloom's request to play football at Colorado while accepting endorsements to support his skiing career.
1618,IMF gives Jamaica thumbs up The International Monetary Fund has praised the Jamaican government for stabilizing the country's economy.
1619,"US NBA stars pushed to the brink before edging Greece (AFP) AFP - Sick, injured and reeling from a humiliating loss, the United States basketball team struggled past Greece 77-71 in an Olympic preliminary-round game that signaled more difficulties to come."
1620,Israel Kills 5 in Attempt to Assassinate Hamas Man  GAZA (Reuters) - A senior Hamas leader survived an Israeli  assassination attempt on Wednesday but at least five other  Palestinians were killed in the night-time explosion that tore  through his Gaza home.
1621,Google Stock Sale Delayed as SEC Doesn #39;t Act on IPO (Update1) Aug. 17 (Bloomberg) -- Google Inc. #39;s plan to sell shares today in an initial public offering was delayed because the US Securities and Exchange Commission didn #39;t act on the company #39;s request to approve its stock registration.
1622,"US withholds some Halliburton payments for Iraq services Halliburton said Tuesday that the US Army had decided not to grant it additional time to substantiate its costs for feeding and housing American troops in Iraq and Kuwait, a decision that could cost the company 15 percent of its payment."
1623,Mounties initiate Nortel investigation The Royal Canadian Mounted Police (RCMP) have launched a criminal investigation into the financial accounting practices of network gear maker Nortel Networks just days before the company is set to release some of its restated financial results.
1624,"Phelps #39;s dreams meet not-so-bad realities ATHENS Imagine, just for the length of a breezy, sun-kissed summer evening in Athens, that you had not heard a word about Michael Phelps before these Olympics began. That you knew nothing about his childhood in Baltimore; the failed Olympic dreams of his ..."
1625,"Federer eliminated by the 74th-ranked Berdych ATHENS Top-seeded Roger Federer was eliminated in the second round of the Olympic tennis tournament Tuesday, losing to Tomas Berdych of the Czech Republic, 4-6, 7-5, 7-5."
1626,"Georgian Leader Seeks Ossetia Conference Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the conflict in breakaway South Ossetia, where daily exchanges of gunfire threaten to spark a war."
1627,Google market debut delayed Google's estimated \$3bn flotation has been delayed by at least a day as the firm awaits regulatory approval.
1628,"Financial Firms Hasten Their Move to Outsourcing A myriad of financial institutions including banks, mutual funds, insurance companies, investment firms and credit-card companies are sending work to overseas locations."
1629,"Novell bundles JBoss app server Novell Inc. earlier this month bundled the open-source, J2EE-compliant JBoss Application Server with its SUSE Linux Enterprise Server 9, giving application developers a built-in deployment option."
1630,"Stricken Washington Guard to Return (AP) AP - Twenty months after her teammates helped save her life when her heart stopped, Kayla Burt said Tuesday she plans to again play basketball for Washington in the 2004-05 season."
1631,"Borders Profits Up, Outlook Raised NEW YORK (Reuters) - Borders Group Inc. (BGP.N: Quote, Profile, Research) , the No. 2 US bookseller, on Tuesday said quarterly earnings rose, beating estimates by the company and Wall Street, as a looming presidential election ..."
1632,"Update 1: Louisiana-Pacific Names Frost CEO Louisiana-Pacific Corp. named executive vice president Richard W. Frost the lumber company #39;s next chief executive, company officials announced Tuesday."
1633,"Wall Street closes higher, but record oil prices cap day #39;s gains NEW YORK : Wall Street shares closed higher on Tuesday, but record oil prices capped the day #39;s gains amid concerns over a multi-billion-dollar tax bill facing Russian oil giant Yukos."
1634,"Confidence drops in Germany Investor confidence in Germany, Europe #39;s biggest economy, dropped in August to the lowest level in more than a year, according to data released on Tuesday, amid concern that record oil prices would crimp global growth and impede a recovery in consumer ..."
1635,IBM to buy Danish firms International Business Machines said Tuesday it would buy two Danish competitors to add consulting services for shipping and logistics companies.
1636,"XP security update delayed MICROSOFT has delayed automated distribution of a major security upgrade to its Windows XP Professional operating system, citing a desire to give companies more time to test it."
1637,"Hollywood awaits Termite from Texas and Iraqi fly What an inspirational story: former world title contender becomes used car salesman in Texas, becomes rattlesnake killer, becomes pest exterminator in Baghdad, becomes boxing coach of Iraq and self-proclaimed  quot;saviour quot; of that troubled nation. It is ..."
1638,Calif. Assembly Backs E-Mail Monitoring Disclosure (Reuters) Reuters - California's Assembly on Tuesday\voted to require the state's employers to inform their workers\in writing if e-mail and other Internet activity is monitored\at work.
1639,"Health Highlights: Aug. 17, 2004 Here are some of the latest health and medical news developments, compiled by editors of HealthDay:    -----     Arizona Leads Nation in West Nile Cases      Thousands of abandoned swimming pools, along with irrigation canals and other prime breeding sites for mosquitoes in Phoenix, have made Arizona the state hardest hit by West Nile virus this year.      Arizona has accounted for at least 290 of more than 500 reported cases of West Nile virus in the United States so far in 2004..."
1640,"Illinois Plans Online Network to Import Cheaper Drugs By DON BABWIN    CHICAGO (AP) -- Ignoring a federal ban on prescription drug imports, Illinois' governor announced Tuesday that the state would have an online clearinghouse running within a month to help residents purchase drugs from Canada, Ireland and the United Kingdom.    The state won't import the drugs itself, but plans to contract with a Canadian company to connect state residents with foreign pharmacies that have been approved by state health inspectors..."
1641,Free-Speech Protection Sought for Internet Casino Ads By Alan Sayre    NEW ORLEANS (AP) -- The operator of a gambling news site on the Internet has asked a federal judge to declare that advertisements in U.S. media for foreign online casinos and sports betting outlets are protected by free-speech rights...
1642,President OKs More Colombia Assistance (AP) AP - President Bush said Tuesday the U.S. government will continue to assist Colombia in interdicting aircraft suspected of drug trafficking.
1643,"A Look at U.S. Military Deaths in Iraq (AP) AP - As of Tuesday, Aug. 17, 943 U.S. service members have died since the beginning of military operations in Iraq in March 2003, according to the Defense Department. Of those, 703 died as a result of hostile action and 240 died of non-hostile causes."
1644,"India and Pakistan notch up first hockey wins (Reuters) Reuters - Former hockey powerhouses Pakistan and India notched up their first wins of the Athens Olympics on Tuesday, charming crowds with their trademark running games."
1645,"US CREDIT-Halliburton jostled by Army audit back-and-forth NEW YORK, Aug 17 (Reuters) - In an otherwise listless credit market, Halliburton has created some drama with its ongoing saga with the Army over its accounting for \$1.8 billion of work in Iraq and Kuwait."
1646,"After the Bell-Applied Materials, Network Appliances rise NEW YORK, Aug 17 (Reuters) - Shares of data storage equipment maker Network Appliance Inc. (NTAP.O: Quote, Profile, Research) rose after the bell on Tuesday after the company posted a quarterly profit that rose 73 percent on strong sales in Asia and ..."
1647,"(Recasts first paragraph, adds transaction details, CEO interview, stock price and byline) NEW YORK, Aug 17 (Reuters) - Mills Corp. (MLS.N: Quote, Profile, Research) , adeveloper of theme shopping and entertainment malls, on Tuesday said it would pay a General Motors unit about \$1.033 billion to buy a 50 percent managing stake ..."
1648,"Argentina rejects IMF intervention In the face of sharp disagreements between Argentina and the International Monetary Fund (IMF), on August 8 the Argentine government decided to temporarily suspend negotiations with ..."
1649,"Olympics: Phelps in Gold Rush, Doping Scandals Rumble On ATHENS (Reuters) - US teenager Michael Phelps powered his way to two more golds in the Olympic swimming pool on Tuesday, setting a new Games record in the 200 meters butterfly and leading a 4 x 200 freestyle cliffhanger."
1650,"Faulds folds as Al Maktoum triumphs The family name alone, Al Maktoum, offered more than a scintilla of suspicion that we could expect something special. Never mind that victory normally materialises in the form of blue-blooded bloodstock rather from the barrel of ..."
1651,"Stricken Washington guard announces return to court Twenty months after her teammates helped save her life when her heart stopped, Kayla Burt said Tuesday she plans to again play basketball for Washington in the 2004-05 season."
1652,"UN claims lack of military observers in Darfur region KHARTOUM, Aug 18, 2004 (Financial Times) -- The number of military observers deployed in the Darfur region of Sudan is not sufficient to monitor whether the Sudanese government fulfils its pledges to the United Nations, a senior UN ..."
1653,"Germany #39;s Chancellor Schroder and his wife adopt Russian girl Germany #39;s Chancellor Gerhard Schroder and his wife Doris have adopted a three-year-old Russian girl who has been living with them for over a fortnight, Germany #39;s mass circulation Bild newspaper revealed yesterday."
1654,"PM  #39;a trustworthy invidual #39; PRIME Minister John Howard was a trustworthy individual and most Australians knew it, Deputy Prime Minister John Anderson said."
1655,"Consumer Prices Drop as Industry Output Is Up Consumer prices dropped in July for the first time in eight months as a sharp run up in gasoline costs reversed, the government said."
1656,Hiking With Dogs Has Health Benefits People who love to hike find taking along a four-legged companion can have physical benefits for both ends of the leash. Studies show people are more successful at losing weight when they do it with a friend. What better friend than a dog to provide company and keep a person on track.
1657,"Netscape browser update released SAN FRANCISCO - After being written off by industry observers last year, America Online Inc.'s browser unit showed signs of life Tuesday as it released an update to its Netscape Web browser."
1658,"New Computer Is Created Just for Teenagers This isn't your typical, humdrum, slate-colored computer. Not only is the PC known as the hip-e almost all white, but its screen and keyboard are framed in fuzzy pink fur. Or a leopard skin design. Or a graffiti-themed pattern."
1659,"Violence Tackled at Internet Gaming Parlors By ALEX VEIGA     LOS ANGELES (AP) -- Six days a week, teens crowd the Blue Screen Gaming cybercafe to hunt each other down with assault rifles inside virtual computer worlds. In these video game halls, nobody gets hurt..."
1660,Google Stock Sale Delayed as SEC Doesn #39;t Act on IPO (Update1) Aug. 17 (Bloomberg) -- Google Inc. #39;s plan to sell shares today in a \$3.47 billion initial public offering was delayed because the US Securities and Exchange Commission didn #39;t act on the company #39;s request to approve its stock registration.
1661,"Netscape browser update released SAN FRANCISCO - After being written off by industry observers last year, America Online Inc. #39;s browser unit showed signs of life Tuesday as it released an update to its Netscape Web browser."
1662,"Study: Spammers, Virus Writers Getting Chummy A new MessageLabs report says more than 86 of the E-mail it sampled in June was spam--and nearly one in 10 contained a virus."
1663,"Faster Wireless Networking Protocol Proposed The WWiSE proposal builds on the existing and globally adopted 20MHz channel format of the tens of millions of Wi-Fi devices already in use. Its proposal is a second, competing standard that seeks to speed up wireless networks with ..."
1664,"Powell calls Russian FM over Georgian conflict WASHINGTON, Aug. 17 (Xinhuanet) -- US Secretary of State Colin Powell has called Russian Foreign Minister Sergei Lavrov over the conflict in Georgia #39;s breakaway region of South Ossetia, State Department deputy spokesman Adam Ereli said on Tuesday."
1665,"Sudan deploys additional 2,000 policemen in Darfur KHARTOUM, Aug. 17 (Xinhuanet) -- The Sudanese government said on Tuesday that it has deployed another 2,000 policemen in Darfur to secure the situation in the area under an agreement with the United Nations."
1666,"HP Execs: Supply Chain, Order Processing Hurt U.S. Q3 Results (Investor's Business Daily) Investor's Business Daily - A week after shaking up its enterprise hardware business following a poor showing last quarter, Hewlett-Packard put its best face forward before more than 7,000 customers and partners at the HP World conference in Chicago."
1667,"Vindigo sold to Japanese content company Japan's For-Side.com pays \$36.5 million for provider of maps, news and other material for mobile devices."
1668,"Britain Charges Eight Terrorist Suspects LONDON - British police charged eight terrorist suspects Tuesday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause ""fear or injury"" in a case involving an alleged top al-Qaida operative at the center of a U.S. terror alert this month..."
1669,"Google Offering Is Delayed Google's long-awaited initial stock sale, which appeared imminent today, has been delayed while the company awaits final approval of its paperwork by the S.E.C."
1670,"Benefits Seen in Earth Observation Data (AP) AP - Scientists are planning to take the pulse of the planet  #151; and more  #151; in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be abundant."
1671,"Maryland Dig May Reach Back 16,000 Years (AP) AP - Robert D. Wall is too careful a scientist to say he's on the verge of a sensational discovery. But the soybean field where the Towson University anthropologist has been digging for more than a decade is yielding hints that someone camped there, on the banks of the Potomac River, as early as 14,000 B.C."
1672,"SEC Leaves Google Waiting on IPO Go Ahead NEW YORK/WASHINGTON (Reuters) - US regulators on Tuesday did not give Google Inc. the green light it needs to price its initial public offering, extending the wait for the Web search giant #39;s eagerly anticipated market ..."
1673,SEC Is Seen Banning Mutual Fund Practice The Securities and Exchange Commission is poised to curb fund companies from steering stock trades to brokerage firms that agree to sell their funds.
1674,"New Vodafone contract puts Beckham in picture Despite his disappointing performance in Portugal during the World Cup, England captain and Real Madrid midfielder David Beckham has at least one loyal supporter in the shape of Vodafone."
1675,"Israeli Attack in Gaza Kills Five Palestinians, Haaretz Says Aug. 18 (Bloomberg) -- Israeli soldiers were behind an explosion at a house used by Hamas gunmen in Gaza City that killed five Palestinians, the Israeli daily newspaper Haaretz said, citing an unidentified Israel Defense Forces official."
1676,"Yahoo Unveils Budget Domains Deal Domain hosting and parking services drop in price, rise in capacity to lure small businesses."
1677,Crude Oil Trades Near Record on US Economic Growth Report Aug. 18 (Bloomberg) -- Crude oil futures in New York traded near a record \$46.95 a barrel as strengthening US economic figures boosted concern that production capacity may not be adequate to meet global demand.
1678,Tokyo Stocks Mixed; Dollar Down Vs. Yen (AP) AP - Tokyo stocks were mixed early Wednesday as concerns about high oil prices vied for buying prompted by Wall Street's strength. The dollar was trading lower against the Japanese yen.
1679,Netscape Updates Browser (PC World) PC World - Mozilla-based Netscape 7.2 improves printing and integrates instant messaging.
1680,Security Firms Bulk Up (PC World) PC World - CA buys antispyware vendor PestPatrol while McAfee snaps up Foundstone.
1681,"Moore Takes Stroke Honors at U.S. Amateur (AP) AP - Ryan Moore took medalist honors in stroke-qualifying play at the U.S. Amateur on Tuesday, shooting and even-par 70 for a two-round total of 139."
1682,Real music takes bite out of Apple A price war in the online music market began yesterday when RealNetworks began an aggressive campaign to challenge industry leader Apple.
1683,"Another Product Delay at Intel Intel originally announced it had developed chip technology for high-definition big-screen televisions at the annual Consumer Electronics Show in January. It originally expected that it would ship the TV chip by the end of the year, but ..."
1684,"Game execs predict mergers, price cuts LOS ANGELES - Video game executives believe consolidation will be crucial to their future, but they also want further cuts to hardware prices to boost short-term growth, according to a report set for release this week."
1685,"It #39;s a big injustice, protests Greek sprinter The Greek sprinter Kostas Kenteris left hospital yesterday protesting his innocence ahead of today #39;s International Olympic Committee disciplinary hearing that looks certain to land him with a ban."
1686,"US NBA stars edge Greece Sick, injured and reeling from a humiliating loss, the United States basketball team struggled past Greece 77-71 in an Olympic preliminary-round game that signalled more difficulties to come."
1687,Iraqi delegation flies to Najaf for peace talks An eight-member team of Iraqi political and religious leaders flew to Najaf to talk with Sadr on Tuesday.(Xinhua/AFP) ...
1688,"UK charges 8 in terror plot linked to US alert LONDON: Britain has charged eight terrorism suspects and said one had plans which could be used in terror attacks on US financial targets in New York, New Jersey and Washington."
1689,"China says hopes N.Korea nuclear talks to continue BEIJING, Aug 18 (Reuters) - China said on Wednesday it hoped all six parties taking part in talks on the North Korea nuclear crisis would keep calm, remain flexible and continue negotiations despite inevitable difficulties."
1690,British soldier killed in Basra A British soldier was believed to have been killed and another seriously injured last night after clashes with Shia fighters in the southern Iraqi city of Basra.
1691,Dominicans send juiced message Dominican New Yorkers had a message yesterday for the newly elected president of their homeland: Let there be light.
1692,"SEC seeks to update stock sale rules BEIJING, Aug.18 (Xinhuanet) -- The US Securities and Exchange Commission (SEC) may revise its rules on initial stock offerings to modernize 1930s-era guidelines, agency commissioners and staff said."
1693,"AMP #39;s H1 profit beats expectation Insurer and fund manager AMP Ltd. , on Wednesday posted a better-than-expected first-half profit on higher investment returns and improved margins, and targeted a stronger performance for the remainder of the year."
1694,"Yahoo Unveils Budget Domains Deal Domain hosting and parking services drop in price, rise in capacity to lure small businesses. Trying to attract more small business customers, Yahoo has introduced a new domain name registration service and significantly increased the storage space and ..."
1695,"Mutual Funds Opt to Liquidate Some of the nations more than 8,000 mutual funds are shutting their doors, as their manag- ers confront a lackluster stock market, great- er regulatory scrutiny and higher costs."
1696,"Charley Shows Progress, Pitfalls in Forecasting (Reuters) Reuters - A few decades ago, the earliest warning\Floridians would have had of a hurricane would have been black\clouds on the horizon. Now people are complaining after\Hurricane Charley hit shore at a point just 60 miles off from\the track projected by meteorologists."
1697,Researchers Try to Breed Rare Sea Ducks (AP) AP - Researchers at the Alaska Sealife Center are poking into the private lives of Steller's eiders  #151; a rare sea duck that is disappearing from its nesting grounds in Alaska.
1698,Google #39;s IPO delayed Google Inc. #39;s initial public offering has been delayed while the company awaits final approval of its paperwork by the Securities and Exchange Commission.
1699,"AMP Turns to 1st-Half Profit After It Cut Debt, Costs (Update4) Aug. 18 (Bloomberg) -- AMP Ltd., Australia #39;s largest life insurer, posted its first half of profit in four after Chief Executive Andrew Mohl reduced debt, cut costs and sold more equity investment products. The stock fell as much as 3.7 percent."
1700,"Cassini Spacecraft Discovers 2 More Moons Around Saturn The planet with the second largest number of moons now has two more. The US Cassini spacecraft discovered them around Saturn, bringing the giant ringed planet #39;s known total to 33."
1701,"US no-show: Teamwork When the NBA began sending its players to the Olympics in 1992, one of the league #39;s goals was to spread basketball around the globe. Clearly, the idea worked."
1702,"Athletes Return to Olympia, Home of Games, After 1,611 Years Aug. 18 (Bloomberg) -- Olympia, home of the Olympics for more than 12 centuries, will host competition for the first time in 1,611 years when the shot put competition of the Athens Games is contested at Greece #39;s most sacred sporting site."
1703,"China halfway to complete medals goal BEIJING, Aug. 18 (Xinhuanet) -- China is already halfway to its stated goal of 20 gold medals at the Athens Olympics after going into the fourth day of the 16-day competition, CRIENGLISH.com said Wednesday."
1704,"China says hopes N.Korea nuclear talks to continue BEIJING, Aug 18 (Reuters) - China said on Wednesday it hoped all six parties taking part in talks on the North Korea nuclear crisis keep calm, remain flexible and continue negotiations despite inevitable difficulties."
1705,"Senate probe needed: Faulkner A SENATE inquiry was needed into claims that the Prime Minister misled the Australian public over the children overboard affair, Labor Senate Leader John Faulkner said."
1706,"Athletics' Homers Crush Orioles 11-0 (AP) AP - Tim Hudson pitched a five-hitter to earn his first victory since June 11, and Scott Hatteberg's second grand slam of the season highlighted a four-homer attack that carried the Oakland Athletics past the Baltimore Orioles 11-0 Tuesday night."
1707,"Dodging Another Upset, U.S. Holds Off Greece Nobody heard the American players exhale when the buzzer sounded to end a 77-71 victory, because 12,000 delirious fans saluted Greece, the home team that had come close."
1708,"Effort by Bush on Education Hits Obstacles Since President Bush signed No Child Left Behind, the law has imposed undeniable changes on public education, but it has also faced a backlash."
1709,"Cleric in Najaf Refuses to Meet Iraqi Mediators The delegation hoped to convince Moktada al- Sadr to disarm his militia, to leave the shrine and to join the political process."
1710,"Who's Behind the Gold Medalist's Mask? Gosh, an American! Mariel Zagunis crushed Tan Xue of China, 15-9, in the final of the women's saber Tuesday, earning the first American gold in a recognized fencing event."
1711,"Windows XP SP2 update delayed BEIJING, Aug. 18 (Xinhuanet) -- Microsoft Corp. has delayed automatic update of Windows XP Service Pack 2 to American company users until Aug. 25."
1712,"Cassini found two little Saturn moons BEIJING, Aug.18(Xinhuanet) -- NASA #39;s Cassini spacecraft has spied two new moons around the satellite-rich Saturn."
1713,"Accused pair to tell their side of story This morning as Britain awakes, Kostas Kenteris and his training partner, Katerina Thanou, will be asked three questions by the disciplinary commission of the International Olympic Committee. These will determine whether they deliberately ..."
1714,"Edwards #39; appeal against two-year ban fails Torri Edwards, the American sprinter, was shown no mercy here last night when the Court of Arbitration for Sport upheld her two-year doping ban."
1715,"Terror charges London, Aug. 17 (Reuters): Britain charged eight men today with conspiracy to murder and other terrorism charges, some of them relating to plans of US buildings that could have been used to organise attacks."
1716,"Senior Hamas leader wounded An explosion tore through the home of a senior Hamas leader in Gaza yesterday, killing at least five people and wounding him and about a dozen other Palestinians, medics said."
1717,"US Hopes Influence Can Quell Russian - Georgian Tensions WASHINGTON, Aug 17 (AFP) - The United States is eyeing tensions between Georgia and separatists in Abkhazia and South Ossetia while hoping US influence with Georgia #39;s new president can halt broader armed conflict in the Caucasus."
1718,Seven dead in Baghdad blast Interior Ministry officials had earlier said the blast on Tuesday was caused by a car bomb. At least five cars were ...
1719,Japan Stocks Turn Lower on Oil Worries  TOKYO (Reuters) - Tokyo's Nikkei average turned lower by  late morning on Wednesday as concern over surging oil prices  and their possible impact on the global economy hit exporters  such as Toyota Motor Corp.
1720,"Paes-Bhupathi overcome Federer-Allegro (Reuters) Reuters - World number one Roger Federer's top target for the year -- an Olympic tennis gold medal -- was taken away from him in a ""terrible day"" on Tuesday."
1721,"Najaf Fighting Continues Amid Peace Push BAGHDAD, Iraq - Iraqi delegates delivered a peace proposal to aides of Muqtada al-Sadr in Najaf on Tuesday, but the militant cleric refused to meet with them as explosions, gunfire and a U.S. bombing run persisted in the holy city..."
1722,Google flotation still dogged by last minute complications Google #39;s public share offering is expected to go ahead as early as today following a request for final regulatory approval from the US Securities and Exchange Commission.
1723,Alcoa to shutter Ohio automotive components plant PITTSBURGH Alcoa said today it will take a seven (m) million dollar charge to close an automotive components plant in Ohio due to overcapacity.
1724,"The latest on SP2 The long-awaited Service Pack 2 for the Windows XP Home Edition is expected to start rolling out to PC users Wednesday via Microsoft #39;s Automatic Update service. The company says it is also planning to make the update available for order on a CD, for ..."
1725,Flash floods force huge rescue bid LONDON: Rescue workers combed an English coastal village in north Cornwall yesterday for people missing after a flash flood caused by torrential rain hit Britain #39;s southwestern Atlantic coast.
1726,"Parliamentarians Not To Compromise Governance For Personal Gains: Musharraf ISLAMABAD, Pakistan : Aug 18 (PID) - President General Pervez Musharraf Tuesday urged the Parliamentarians not to compromise governance for personal gains and work selflessly to serve the people and earn a rightful place for the country in the comity of ..."
1727,"Google Offering Waits For SEC Approval Google Inc.'s initial public offering of stock remained on hold Tuesday after the Securities and Exchange Commission delayed final approval of the company's prospectus. The  delay did not appear to involve any major new issues, and the company continued to maintain  that its IPO is on track. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
1728,"Dot-Coms Anxious to Get Back in IPO Game The successful bidders for Google shares won't be the only ones watching eagerly to see how much the IPO excites the stock market. Dozens of dot-com companies are hoping that Google's initial public offering marks a reawakening of all things Internet. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
1729,"Antiwar Protesters Told  Shop Till You Drop, Too New York Mayor Michael Bloomberg has decided that if antiwar protesters are to descend on his city by the hundreds of thousands for the Republican Convention, he may as well turn them into shoppers. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
1730,"Fairfax Tempts Foreign Firms to Branch Out Fairfax County is hoping to counter the exodus of U.S. jobs to other countries by persuading overseas companies to open branches in Fairfax, where they can hire Americans."
1731,Caps' Witt Wins Arbitration Washington Capitals defenseman Brendan Witt was awarded \$2.2 million for the 2004-05 season in his arbitration hearing on Tuesday.
1732,Dot-Coms Get Back in IPO Game (washingtonpost.com) washingtonpost.com - The successful bidders for Google shares won't be the only ones watching eagerly to see how much the IPO excites the stock market. Dozens of dot-com companies are hoping that Google's initial public offering marks a reawakening of all things Internet.
1733,"Production Grew, Prices Fell in July The nation's factories cranked out more products in July, miners dug more minerals and builders broke ground on more homes, the government said yesterday in three reports that showed some rebound in economic activity last month."
1734,"Mills Buys Into Lakeforest Mall Mills Corp., the Arlington-based retail developer, said yesterday it plans to buy half of Lakeforest Mall in Gaithersburg and eight other malls around the country in a billion-dollar deal that gives it a new portfolio of shopping centers to redevelop in the years ahead."
1735,"Airlines Agree to Cuts at O'Hare Airlines operating at Chicago's O'Hare International Airport have agreed to cut flights  to reduce delays that ripple across the country, sources familiar with the talks said yesterday."
1736,"U.S. Brokers Halt to Afghan Infighting (AP) AP - The U.S. ambassador helped broker a cease-fire Tuesday to halt the latest bloody infighting in Afghanistan, persuading a warlord to pull away from a provincial capital as U.S. warplanes circled overhead."
1737,"GOP Rep. Cubin Wins Wyoming Primary (AP) AP - U.S. Rep. Barbara Cubin fended off four Republican challengers in Tuesday's primary election, securing a shot at a sixth term in this fall's general election."
1738,"Crude rises on Iraq troubles SEPTEMBER oil prices rose yesterday on US economic data showing that inflationary pressure was held in check in July. However, continued disruption in Iraqi supplies and strong world fuel demand and ongoing trouble at Russian oil giant Yukos underpinned ..."
1739,"Bankruptcy fears as Yukos #39; half-year loss hits \$2.65bn YUKOS has reported a net loss of US\$2.65 billion (1.45bn) for the first half of 2004, a period of record oil prices, prompting speculation that the Russian oil firm is on the verge of declaring bankruptcy."
1740,"Halliburton hit THE US army will withhold payment on 15 per cent of future invoices from Halliburton, the logistics support group which is feeding and housing its troops in Iraq and Kuwait."
1741,"Wall Street takes heart from positive economic reports A NEW record high for oil took some of the shine off Wall Street trade yesterday. An upbeat picture of inflation and good housing data boosted the mood early on and strong earnings from several retailers, led by Home Depot, also helped to keep the major ..."
1742,"E-Mail Viruses Getting Smarter, Report Says SAN FRANCISCO (Reuters) - Computer viruses spread by e-mail are growing more sophisticated as virus writers and  quot;spammers quot; are thought to be joining forces in an effort to make smarter bugs, a computer security group said on Tuesday."
1743,"Games Business Needs Mergers, Price Cuts-Report LOS ANGELES (Reuters) - Video game executives believe consolidation will be crucial to their future, but they also want further cuts to hardware prices to boost short-term growth, according to a report set for release this week."
1744,"Fellow Jets Are Getting to Know No. 89 EMPSTEAD, NY, Aug. 17 - It has become a recurring part of the practice-field banter at Jets training camp. Jerricho Cotchery, the rookie wide receiver, hauls in another bomb on a post route or makes another touchdown catch, and ..."
1745,"LOOKING BACK 8-Day Battle for Najaf: From Attack to Stalemate AJAF, Iraq, Aug. 16 - Just five days after they arrived here to take over from Army units that had encircled Najaf since an earlier confrontation in the spring, new Marine commanders decided to smash guerrillas loyal to the rebel Shiite ..."
1746,Soldier dies as British troops clash with Sadr #39;s Basra army A BRITISH soldier was killed and at least one other injured during a fierce firefight with militia fighters in the southern Iraqi city of Basra yesterday.
1747,"Outgoing Ambassador Of Qatar Meets Musharraf ISLAMABAD, Pakistan : Aug 18 (PID) - The outgoing Ambassador of Qatar, Mr. Abdullah Falah A. Al-Dosari paid a courtesy called on the President General Pervez Musharraf here on Tuesday."
1748,"Raiders' Gallery Misses Camp With Injury (AP) AP - Left tackle Robert Gallery, the second player taken in the NFL draft, didn't practice Tuesday morning with the Oakland Raiders because of an elbow injury, leaving his status uncertain for Saturday's preseason game against Dallas."
1749,"Rockies Pitcher Frets Health, Not Baseball (AP) AP - The blood clots that went from Aaron Cook's shoulder to his lungs might threaten his career."
1750,"What Next for Venezuela? President Hugo Chavez is riding high after his overwhelming victory in a recall vote this week, but analysts say his triumph may have limited impact on the deep economic and political problems threatening this major oil-producing country."
1751,Google Offering Waits for Approval Google Inc. #39;s initial public offering of stock remained on hold yesterday after the Securities and Exchange Commission delayed final approval of the company #39;s prospectus.
1752,AMP Returns to Profit After Spinoff Australian financial services group AMP Ltd. on Wednesday reported a return to profit in the first half of the year after cutting loose its loss-making British insurance operations.
